0.00249119;0.109157;-0.879301;-0.463583
0.00585547;-0.0955657;-0.941215;-0.323956
0.00569814;-0.0946214;-0.941157;-0.324405
0.00544691;-0.093854;-0.941035;-0.324985
0.00506915;-0.0939269;-0.940662;-0.326049
0.00478551;-0.0953067;-0.940044;-0.32743
0.00450926;-0.096449;-0.939559;-0.328489
0.00416207;-0.0966186;-0.939222;-0.329407
0.0039076;-0.0962191;-0.939041;-0.330043
0.00372058;-0.0957111;-0.93889;-0.330621
0.00354548;-0.095184;-0.938797;-0.331039
0.00333544;-0.0954847;-0.9386;-0.331514
0.00267011;-0.0961763;-0.9382;-0.332451
0.00190857;-0.0970037;-0.937687;-0.333661
0.00116005;-0.0978866;-0.937105;-0.335037
0.000347799;-0.0988202;-0.936501;-0.336452
-0.000316479;-0.0989716;-0.936158;-0.337361
-0.000971577;-0.0989671;-0.9359;-0.338077
-0.00162494;-0.0988437;-0.935766;-0.338482
-0.00196485;-0.0989901;-0.935643;-0.338777
-0.00408143;-0.0995912;-0.934714;-0.341137
-0.00494968;-0.0998111;-0.934345;-0.342071
-0.00579047;-0.09943;-0.934106;-0.342821
-0.00667312;-0.0985795;-0.933923;-0.343548
-0.00722618;-0.0981892;-0.93378;-0.344037
-0.00792382;-0.0982036;-0.933467;-0.344867
-0.0088926;-0.0981125;-0.933127;-0.345787
-0.0100547;-0.0978015;-0.93277;-0.346804
-0.0114922;-0.0974563;-0.932433;-0.347764
-0.012526;-0.0968129;-0.932355;-0.348117
-0.0137835;-0.0948929;-0.932452;-0.348336
-0.0149085;-0.0931302;-0.93258;-0.348425
-0.0163535;-0.0917603;-0.932648;-0.34854
-0.0181406;-0.0907485;-0.932486;-0.349151
-0.0218904;-0.0888976;-0.932064;-0.350536
-0.0238568;-0.0865389;-0.932224;-0.350573
-0.0263866;-0.082701;-0.932538;-0.35048
-0.0289819;-0.0787451;-0.932843;-0.350375
-0.0311321;-0.075815;-0.933046;-0.350296
-0.0330908;-0.0733421;-0.933163;-0.350331
-0.0351668;-0.0704946;-0.933233;-0.350527
-0.0382624;-0.0656374;-0.933318;-0.350922
-0.0410795;-0.0613522;-0.933356;-0.351277
-0.0436841;-0.0577629;-0.933377;-0.351515
-0.0462499;-0.0548457;-0.933453;-0.351451
-0.0490839;-0.0513876;-0.933555;-0.351318
-0.053803;-0.0435568;-0.933605;-0.351554
-0.0592291;-0.0330933;-0.933394;-0.35238
-0.0650082;-0.0227633;-0.932651;-0.354143
-0.0696778;-0.0151465;-0.931922;-0.35558
-0.0758579;-0.00460295;-0.931131;-0.356678
-0.0812365;0.00525588;-0.930463;-0.357228
-0.0860924;0.0153332;-0.929945;-0.35715
-0.090058;0.0233388;-0.929595;-0.356647
-0.0937752;0.0293241;-0.929599;-0.355236
-0.0994303;0.0400389;-0.929368;-0.353249
-0.105415;0.0531239;-0.928571;-0.351882
-0.110232;0.0639231;-0.927651;-0.351037
-0.115265;0.0763179;-0.926352;-0.350373
-0.120414;0.0900085;-0.924867;-0.349313
-0.128105;0.113593;-0.922475;-0.346015
-0.133644;0.13119;-0.920296;-0.343486
-0.139516;0.149727;-0.917448;-0.341184
-0.145645;0.169035;-0.913976;-0.338913
-0.152553;0.191527;-0.909252;-0.33661
-0.167166;0.236436;-0.897954;-0.331408
-0.173816;0.25626;-0.892022;-0.329264
-0.178189;0.268784;-0.887653;-0.328749
-0.182214;0.280256;-0.883193;-0.328976
-0.185875;0.290713;-0.878799;-0.329619
-0.191595;0.303966;-0.872952;-0.329926
-0.197295;0.314959;-0.867942;-0.329472
-0.202726;0.325002;-0.863099;-0.329144
-0.207331;0.332182;-0.858905;-0.330077
-0.209584;0.333761;-0.857233;-0.331405
-0.212604;0.334693;-0.855794;-0.332259
-0.215488;0.336469;-0.85431;-0.332427
-0.219992;0.342163;-0.851227;-0.331573
-0.225257;0.350686;-0.846734;-0.330637
-0.229997;0.35839;-0.842388;-0.330213
-0.234875;0.365048;-0.838013;-0.330618
-0.23857;0.37044;-0.834815;-0.330064
-0.244339;0.379667;-0.829954;-0.327609
-0.251107;0.391427;-0.823781;-0.324214
-0.259357;0.407673;-0.814896;-0.320128
-0.269923;0.430734;-0.800973;-0.316309
-0.274528;0.442419;-0.793135;-0.315969
-0.278385;0.453013;-0.785662;-0.316252
-0.282299;0.462896;-0.778467;-0.316266
-0.28715;0.474153;-0.77019;-0.315485
-0.295574;0.491603;-0.757176;-0.312484
-0.303697;0.507946;-0.744366;-0.309317
-0.311141;0.522993;-0.731896;-0.30659
-0.316068;0.534528;-0.721837;-0.305505
-0.320488;0.548093;-0.709578;-0.305581
-0.337587;0.58684;-0.671482;-0.301273
-0.343987;0.600505;-0.656819;-0.299426
-0.350884;0.614873;-0.64051;-0.297588
-0.354122;0.624026;-0.629954;-0.297232
-0.355872;0.632848;-0.619613;-0.298226
-0.357084;0.640016;-0.611115;-0.299014
-0.360101;0.648818;-0.600443;-0.298043
-0.36444;0.658132;-0.58843;-0.296304
-0.370119;0.665519;-0.577273;-0.294706
-0.37747;0.67036;-0.567085;-0.294191
-0.383823;0.670294;-0.562664;-0.29461
-0.390774;0.668931;-0.559353;-0.294873
-0.399684;0.667866;-0.554824;-0.293901
-0.409443;0.668115;-0.548507;-0.291751
-0.425451;0.675683;-0.53094;-0.283807
-0.44423;0.681122;-0.512355;-0.27609
-0.452487;0.682436;-0.504718;-0.273489
-0.459626;0.683183;-0.498123;-0.271806
-0.46979;0.68636;-0.486332;-0.267744
-0.478506;0.691096;-0.473994;-0.262198
-0.48531;0.695086;-0.463736;-0.257445
-0.491021;0.697715;-0.455561;-0.254078
-0.496044;0.699357;-0.448792;-0.251846
-0.500473;0.699071;-0.444216;-0.251989
-0.50276;0.697719;-0.443039;-0.253252
-0.504972;0.696927;-0.441508;-0.253706
-0.509584;0.69812;-0.436125;-0.250495
-0.516261;0.699242;-0.429262;-0.245498
-0.523056;0.697491;-0.425708;-0.242263
-0.528343;0.694972;-0.424385;-0.240343
-0.532889;0.692705;-0.423706;-0.238038
-0.536366;0.692146;-0.422043;-0.234786
-0.53964;0.692293;-0.419511;-0.231364
-0.543977;0.693341;-0.414625;-0.226834
-0.548076;0.694378;-0.409551;-0.222979
-0.552071;0.695203;-0.404579;-0.219604
-0.555114;0.694901;-0.401715;-0.218142
-0.557636;0.693861;-0.400334;-0.217558
-0.561069;0.694132;-0.396595;-0.214697
-0.564367;0.695923;-0.391059;-0.210365
-0.567768;0.698048;-0.384815;-0.205636
-0.570608;0.699964;-0.379168;-0.201712
-0.572818;0.701453;-0.374641;-0.198714
-0.57443;0.70265;-0.370957;-0.196731
-0.575537;0.704383;-0.367064;-0.19459
-0.576628;0.706654;-0.362302;-0.192034
-0.578082;0.709954;-0.355236;-0.188665
-0.579376;0.712184;-0.349826;-0.186387
-0.580283;0.71431;-0.344957;-0.184493
-0.580762;0.716193;-0.340974;-0.183084
-0.580723;0.719676;-0.33468;-0.181152
-0.580734;0.723183;-0.327994;-0.179371
-0.580946;0.726503;-0.321147;-0.17765
-0.582248;0.72947;-0.313268;-0.175281
-0.58425;0.731118;-0.307072;-0.172699
-0.586277;0.732806;-0.300759;-0.169761
-0.588262;0.735801;-0.291604;-0.165868
-0.589651;0.73826;-0.284139;-0.162942
-0.591538;0.741286;-0.274132;-0.159465
-0.593215;0.742307;-0.268804;-0.157545
-0.595799;0.742753;-0.263287;-0.154991
-0.607432;0.745945;-0.233951;-0.140927
-0.611631;0.745456;-0.226192;-0.137987
-0.614599;0.744802;-0.221536;-0.135866
-0.617505;0.744431;-0.216368;-0.133021
-0.620904;0.744538;-0.208842;-0.128553
-0.623977;0.744378;-0.202243;-0.125109
-0.627854;0.743448;-0.195439;-0.122014
-0.630913;0.742463;-0.190582;-0.119897
-0.633146;0.741848;-0.186712;-0.118011
-0.634949;0.741644;-0.182746;-0.115792
-0.636466;0.741956;-0.178016;-0.112797
-0.639034;0.741862;-0.171524;-0.108882
-0.641569;0.74138;-0.166058;-0.105686
-0.645322;0.739659;-0.160774;-0.103038
-0.647868;0.738438;-0.157182;-0.101341
-0.650327;0.737376;-0.153168;-0.0994573
-0.653308;0.736151;-0.147926;-0.0968907
-0.655897;0.735;-0.143559;-0.0946898
-0.658566;0.733597;-0.139657;-0.092852
-0.661251;0.732049;-0.136105;-0.0912485
-0.663898;0.730372;-0.13311;-0.0898706
-0.666786;0.728483;-0.129885;-0.0885382
-0.669066;0.726964;-0.127191;-0.087727
-0.671759;0.725286;-0.123165;-0.0867838
-0.674138;0.724082;-0.118264;-0.0851825
-0.677346;0.7222;-0.11248;-0.083534
-0.680335;0.720193;-0.108005;-0.082472
