-1183.196;0.00249119;0.109157;-0.879301;-0.463583
-1183.181;0.00585547;-0.0955657;-0.941215;-0.323956
-1183.166;0.00569814;-0.0946214;-0.941157;-0.324405
-1183.151;0.00544691;-0.093854;-0.941035;-0.324985
-1183.136;0.00506915;-0.0939269;-0.940662;-0.326049
-1183.118;0.00478551;-0.0953067;-0.940044;-0.32743
-1183.103;0.00450926;-0.096449;-0.939559;-0.328489
-1183.088;0.00416207;-0.0966186;-0.939222;-0.329407
-1183.073;0.0039076;-0.0962191;-0.939041;-0.330043
-1183.055;0.00372058;-0.0957111;-0.93889;-0.330621
-1183.037;0.00354548;-0.095184;-0.938797;-0.331039
-1183.019;0.00333544;-0.0954847;-0.9386;-0.331514
-1183.004;0.00267011;-0.0961763;-0.9382;-0.332451
-1182.989;0.00190857;-0.0970037;-0.937687;-0.333661
-1182.974;0.00116005;-0.0978866;-0.937105;-0.335037
-1182.956;0.000347799;-0.0988202;-0.936501;-0.336452
-1182.941;-0.000316479;-0.0989716;-0.936158;-0.337361
-1182.926;-0.000971577;-0.0989671;-0.9359;-0.338077
-1182.908;-0.00162494;-0.0988437;-0.935766;-0.338482
-1182.893;-0.00196485;-0.0989901;-0.935643;-0.338777
-1182.855;-0.00408143;-0.0995912;-0.934714;-0.341137
-1182.84;-0.00494968;-0.0998111;-0.934345;-0.342071
-1182.825;-0.00579047;-0.09943;-0.934106;-0.342821
-1182.805;-0.00667312;-0.0985795;-0.933923;-0.343548
-1182.791;-0.00722618;-0.0981892;-0.93378;-0.344037
-1182.773;-0.00792382;-0.0982036;-0.933467;-0.344867
-1182.758;-0.0088926;-0.0981125;-0.933127;-0.345787
-1182.743;-0.0100547;-0.0978015;-0.93277;-0.346804
-1182.725;-0.0114922;-0.0974563;-0.932433;-0.347764
-1182.71;-0.012526;-0.0968129;-0.932355;-0.348117
-1182.692;-0.0137835;-0.0948929;-0.932452;-0.348336
-1182.677;-0.0149085;-0.0931302;-0.93258;-0.348425
-1182.662;-0.0163535;-0.0917603;-0.932648;-0.34854
-1182.647;-0.0181406;-0.0907485;-0.932486;-0.349151
-1182.608;-0.0218904;-0.0888976;-0.932064;-0.350536
-1182.59;-0.0238568;-0.0865389;-0.932224;-0.350573
-1182.572;-0.0263866;-0.082701;-0.932538;-0.35048
-1182.554;-0.0289819;-0.0787451;-0.932843;-0.350375
-1182.539;-0.0311321;-0.075815;-0.933046;-0.350296
-1182.524;-0.0330908;-0.0733421;-0.933163;-0.350331
-1182.509;-0.0351668;-0.0704946;-0.933233;-0.350527
-1182.491;-0.0382624;-0.0656374;-0.933318;-0.350922
-1182.476;-0.0410795;-0.0613522;-0.933356;-0.351277
-1182.461;-0.0436841;-0.0577629;-0.933377;-0.351515
-1182.446;-0.0462499;-0.0548457;-0.933453;-0.351451
-1182.431;-0.0490839;-0.0513876;-0.933555;-0.351318
-1182.413;-0.053803;-0.0435568;-0.933605;-0.351554
-1182.395;-0.0592291;-0.0330933;-0.933394;-0.35238
-1182.377;-0.0650082;-0.0227633;-0.932651;-0.354143
-1182.362;-0.0696778;-0.0151465;-0.931922;-0.35558
-1182.344;-0.0758579;-0.00460295;-0.931131;-0.356678
-1182.329;-0.0812365;0.00525588;-0.930463;-0.357228
-1182.314;-0.0860924;0.0153332;-0.929945;-0.35715
-1182.299;-0.090058;0.0233388;-0.929595;-0.356647
-1182.284;-0.0937752;0.0293241;-0.929599;-0.355236
-1182.266;-0.0994303;0.0400389;-0.929368;-0.353249
-1182.248;-0.105415;0.0531239;-0.928571;-0.351882
-1182.233;-0.110232;0.0639231;-0.927651;-0.351037
-1182.218;-0.115265;0.0763179;-0.926352;-0.350373
-1182.203;-0.120414;0.0900085;-0.924867;-0.349313
-1182.182;-0.128105;0.113593;-0.922475;-0.346015
-1182.167;-0.133644;0.13119;-0.920296;-0.343486
-1182.152;-0.139516;0.149727;-0.917448;-0.341184
-1182.137;-0.145645;0.169035;-0.913976;-0.338913
-1182.122;-0.152553;0.191527;-0.909252;-0.33661
-1182.089;-0.167166;0.236436;-0.897954;-0.331408
-1182.071;-0.173816;0.25626;-0.892022;-0.329264
-1182.056;-0.178189;0.268784;-0.887653;-0.328749
-1182.041;-0.182214;0.280256;-0.883193;-0.328976
-1182.026;-0.185875;0.290713;-0.878799;-0.329619
-1182.008;-0.191595;0.303966;-0.872952;-0.329926
-1181.993;-0.197295;0.314959;-0.867942;-0.329472
-1181.978;-0.202726;0.325002;-0.863099;-0.329144
-1181.96;-0.207331;0.332182;-0.858905;-0.330077
-1181.945;-0.209584;0.333761;-0.857233;-0.331405
-1181.926;-0.212604;0.334693;-0.855794;-0.332259
-1181.911;-0.215488;0.336469;-0.85431;-0.332427
-1181.896;-0.219992;0.342163;-0.851227;-0.331573
-1181.881;-0.225257;0.350686;-0.846734;-0.330637
-1181.866;-0.229997;0.35839;-0.842388;-0.330213
-1181.843;-0.234875;0.365048;-0.838013;-0.330618
-1181.828;-0.23857;0.37044;-0.834815;-0.330064
-1181.813;-0.244339;0.379667;-0.829954;-0.327609
-1181.798;-0.251107;0.391427;-0.823781;-0.324214
-1181.783;-0.259357;0.407673;-0.814896;-0.320128
-1181.762;-0.269923;0.430734;-0.800973;-0.316309
-1181.748;-0.274528;0.442419;-0.793135;-0.315969
-1181.733;-0.278385;0.453013;-0.785662;-0.316252
-1181.718;-0.282299;0.462896;-0.778467;-0.316266
-1181.703;-0.28715;0.474153;-0.77019;-0.315485
-1181.685;-0.295574;0.491603;-0.757176;-0.312484
-1181.67;-0.303697;0.507946;-0.744366;-0.309317
-1181.655;-0.311141;0.522993;-0.731896;-0.30659
-1181.64;-0.316068;0.534528;-0.721837;-0.305505
-1181.618;-0.320488;0.548093;-0.709578;-0.305581
-1181.576;-0.337587;0.58684;-0.671482;-0.301273
-1181.561;-0.343987;0.600505;-0.656819;-0.299426
-1181.543;-0.350884;0.614873;-0.64051;-0.297588
-1181.528;-0.354122;0.624026;-0.629954;-0.297232
-1181.51;-0.355872;0.632848;-0.619613;-0.298226
-1181.495;-0.357084;0.640016;-0.611115;-0.299014
-1181.48;-0.360101;0.648818;-0.600443;-0.298043
-1181.465;-0.36444;0.658132;-0.58843;-0.296304
-1181.45;-0.370119;0.665519;-0.577273;-0.294706
-1181.431;-0.37747;0.67036;-0.567085;-0.294191
-1181.416;-0.383823;0.670294;-0.562664;-0.29461
-1181.401;-0.390774;0.668931;-0.559353;-0.294873
-1181.386;-0.399684;0.667866;-0.554824;-0.293901
-1181.371;-0.409443;0.668115;-0.548507;-0.291751
-1181.35;-0.425451;0.675683;-0.53094;-0.283807
-1181.32;-0.44423;0.681122;-0.512355;-0.27609
-1181.305;-0.452487;0.682436;-0.504718;-0.273489
-1181.29;-0.459626;0.683183;-0.498123;-0.271806
-1181.267;-0.46979;0.68636;-0.486332;-0.267744
-1181.248;-0.478506;0.691096;-0.473994;-0.262198
-1181.233;-0.48531;0.695086;-0.463736;-0.257445
-1181.218;-0.491021;0.697715;-0.455561;-0.254078
-1181.203;-0.496044;0.699357;-0.448792;-0.251846
-1181.185;-0.500473;0.699071;-0.444216;-0.251989
-1181.17;-0.50276;0.697719;-0.443039;-0.253252
-1181.155;-0.504972;0.696927;-0.441508;-0.253706
-1181.137;-0.509584;0.69812;-0.436125;-0.250495
-1181.119;-0.516261;0.699242;-0.429262;-0.245498
-1181.101;-0.523056;0.697491;-0.425708;-0.242263
-1181.086;-0.528343;0.694972;-0.424385;-0.240343
