40.975731;56.409267;124.400002
40.975731;56.409267;124.699997
40.975735;56.409264;124.900002
40.975735;56.409264;124.699997
40.975735;56.409264;125
40.975735;56.40926;125.300003
40.975735;56.409256;125.599998
40.975735;56.409256;125.800003
40.975735;56.409252;126
40.975731;56.409252;126.199997
40.975727;56.409248;127.699997
40.975723;56.409245;127.699997
40.975716;56.409245;127.699997
40.975716;56.409245;127.800003
40.975712;56.409245;127.800003
40.9757;56.409248;127.800003
40.975685;56.409248;127.699997
40.975685;56.409241;127.699997
40.975685;56.409245;127.5
40.975685;56.409245;127.400002
40.975689;56.409245;127.300003
40.975689;56.409245;127.300003
40.975689;56.409245;127.300003
40.975689;56.409245;127.300003
40.975689;56.409245;127.300003
40.975689;56.409245;127.300003
40.975689;56.409245;127.300003
40.975689;56.409245;127.400002
40.975689;56.409245;127.400002
40.975689;56.409245;127.400002
40.975693;56.409245;127.400002
40.975693;56.409245;127.400002
40.975693;56.409245;127.5
40.975693;56.409245;127.5
40.975693;56.409245;127.599998
40.975693;56.409245;127.699997
40.975693;56.409248;127.800003
40.975693;56.409245;127.900002
40.975693;56.409245;128
40.975693;56.409245;128.100006
40.975693;56.409245;128.199997
40.975697;56.409245;128.300003
40.975697;56.409245;128.300003
40.975697;56.409245;128.399994
40.975697;56.409245;128.399994
40.975697;56.409245;128.5
40.975697;56.409245;128.5
40.975697;56.409245;128.600006
40.975697;56.409245;128.600006
40.975697;56.409245;128.699997
40.975697;56.409245;128.699997
40.975697;56.409245;128.800003
40.9757;56.409245;128.800003
40.9757;56.409245;128.899994
40.9757;56.409245;128.899994
40.9757;56.409245;128.899994
40.9757;56.409245;128.899994
40.9757;56.409245;128.899994
40.9757;56.409245;128.899994
40.9757;56.409245;128.899994
40.975704;56.409245;128.899994
40.975704;56.409245;128.899994
40.9757;56.409241;128.399994
40.975704;56.409241;128.5
40.975704;56.409241;128.5
40.975704;56.409241;128.5
40.975704;56.409241;128.399994
40.975704;56.409241;128.399994
40.975704;56.409241;128.300003
40.975704;56.409241;128.300003
40.975704;56.409241;128.199997
40.975704;56.409241;128.199997
40.975704;56.409237;128.100006
40.975704;56.409237;128.100006
40.975704;56.409237;128.100006
40.975704;56.409237;128
40.975704;56.409237;128
40.975704;56.409237;128
40.975704;56.409237;128.100006
40.975704;56.409237;128.100006
40.975716;56.409248;127.599998
40.975723;56.40926;127.400002
40.975731;56.409267;127.199997
40.975746;56.409279;127.199997
40.975761;56.40929;127.199997
40.975777;56.409298;127.199997
40.975792;56.409306;127.199997
40.975803;56.409306;127.400002
40.975803;56.409309;127.300003
40.975803;56.409309;127.300003
40.975803;56.409309;127.400002
40.975784;56.409302;127.400002
40.975758;56.409294;127.5
40.975739;56.409283;127.5
40.975719;56.409275;127.5
40.975708;56.409267;127.400002
40.975708;56.409267;127.400002
40.975708;56.409267;127.400002
40.975708;56.409267;127.300003
40.975712;56.409275;127.300003
40.975723;56.409286;127.300003
40.975739;56.409298;127.400002
40.975758;56.409309;127.199997
40.975773;56.409321;127
40.975792;56.409332;127
40.975815;56.409344;127.099998
40.975834;56.409355;127.099998
